qa_id,entity_type,entity_id,severity,issue_type,issue,recommended_action,status
QA-EC14674F7B,Product,PRD-62FB291C50,High,Primary source missing,Micro-Tech / Thoracent BU49211 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-0A9DAB1311,Product,PRD-63E9945A0A,High,U.S. regulatory/market status,ERBE 20132-227 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-66B843DF03,Product,PRD-64481A5C4F,High,Primary source missing,TRACOE 332 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-393EDBE8BC,Product,PRD-6826FE4C0E,High,Primary source missing,Medtronic 10CN10H remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-723E4D1FE9,Product,PRD-695BD279A8,High,U.S. regulatory/market status,ERBE 20196-064 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-D2755866D0,Product,PRD-69C70153C3,High,Primary source missing,Medtronic 126035 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-6D54BAF017,Product,PRD-6AAA7898E9,High,Primary source missing,Cook Medical G57703 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-208F204272,Product,PRD-6BC32547CD,High,U.S. regulatory/market status,ERBE 20183-101 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-F828300B9D,Product,PRD-6BC9B48573,High,Primary source missing,Thoracent / M.I.Tech BTB-188009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-7167EB4D81,Product,PRD-6C1DE73547,High,Primary source missing,EFER BX-5500-FA remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-6D5D2E491D,Product,PRD-6C2199C862,High,U.S. regulatory/market status,ERBE 20402-402 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-2434225696,Product,PRD-6C43A37366,High,Primary source missing,Pulmonx EBV-TS-4.0 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-55862A7C2C,Product,PRD-6C9FB1DC9F,High,Primary source missing,Cardinal Health 8888570564 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-E5F41B5A80,Product,PRD-6DAF9E3AA4,High,Primary source missing,Cardinal Health 8888561068 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-8ACE9C4BFE,Product,PRD-6DB8E6BC3D,High,Primary source missing,Thoracent / M.I.Tech BTB-126009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-6DD38C20B2,Product,PRD-6DBE766019,High,Primary source missing,Cook Medical G05462 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-7D78ED81C7,Product,PRD-6DF43B832B,High,U.S. regulatory/market status,ERBE 20183-103 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-7D2F906941,Product,PRD-6EE929E70C,High,Primary source missing,Pulmonx EDC-TS-4.0 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-71E3CFB9EE,Product,PRD-6EFB8B3386,High,Primary source missing,Thoracent / M.I.Tech BTB-102009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-E264CC00CC,Product,PRD-6F32150552,High,Exact configuration incomplete,Cook Medical G05296 has a supported product identity but incomplete exact size/configuration evidence.,Obtain the current manufacturer ordering table and populate every orderable configuration before exposing it.,Open
QA-C9D7D27D59,Product,PRD-6F4B58CFF2,High,U.S. regulatory/market status,ERBE 20196-062 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-D4AC2D94B4,Product,PRD-6F74CF87DF,High,Primary source missing,Thoracent / M.I.Tech BTB-142009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-656F43C3C5,Product,PRD-704E468EF5,High,U.S. regulatory/market status,ERBE 20183-055 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-3DBB983D89,Product,PRD-7051E83D62,High,Primary source missing,Novatech 01TF1450 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-6B4E6DD932,Product,PRD-709ED0842B,High,Primary source missing,Medtronic 7CN80ED remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-DF122372CF,Product,PRD-70B4B5EA83,High,Primary source missing,Cook Medical G05461 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-1ECE7F2BFC,Product,PRD-71FB94BD46,High,U.S. regulatory/market status,ERBE 20194-075 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-DBF7BE4F5E,Product,PRD-733F2370BA,High,Primary source missing,Thoracent / M.I.Tech BTB-103009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-60A8431037,Product,PRD-737BCEA43F,High,Primary source missing,Pulmonx EDC-TS-4.0-J remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-89397C9AA9,Product,PRD-7518A5B1E1,High,Exact configuration incomplete,Cook Medical G03301 has a supported product identity but incomplete exact size/configuration evidence.,Obtain the current manufacturer ordering table and populate every orderable configuration before exposing it.,Open
QA-5C56A7BD42,Product,PRD-77DCFC650E,High,U.S. regulatory/market status,ERBE 20196-130 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-494A8F6457,Product,PRD-78096620FF,High,U.S. regulatory/market status,ERBE 20132-171 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-AB09AE6B09,Product,PRD-78354BF30F,High,Primary source missing,Thoracent / M.I.Tech BTB-208009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-10D1B78FA8,Product,PRD-788469337A,High,Primary source missing,Medtronic 7UN80H remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-DA3A1BEF6A,Product,PRD-78D84A6D45,High,Primary source missing,Medtronic 126037 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-B53CF127B1,Product,PRD-78DC6578D9,High,Primary source missing,BD 50-7000B remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-B780002CCB,Product,PRD-79B8CF6846,High,U.S. regulatory/market status,ERBE 20196-067 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-76718FAAC7,Product,PRD-7A53694B65,High,U.S. regulatory/market status,ERBE 20132-203 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-BAA225C289,Product,PRD-7AA19EC9FD,High,Primary source missing,Thoracent / M.I.Tech BTB-125009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
